Rank,Domain,Banning Authority,Locale,Type of site,Subcategory,Date blocked
-1,azatlvxfzpywwjecm.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,azatlyxpxlmbtodta.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,azatlzyzmtrldksbd.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,bbccdcgtywolvff.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,bbccxqiiimhwtan.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,bbcdwbffxjhtycu.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,bbcfetszlsuvlol.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,bbcgunftjezpejg.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,bbcifwilvzkssjy.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,bbcjitfpjdqnien.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,bbcxljrndsyslhi.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,currebxylavshhmje.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,curredfpdyfyjjvmw.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,curreelyjiedalkhf.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,currejaaaewjtwweh.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,currekamqlxfbdzir.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/25/22
-1,currelhfmiivygxtr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,currerrzacfgwmzwe.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,curresfrnkyxlpauj.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,currestoymtquzfsu.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,curreymgqzhaqucqu.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,ekhokgbkclvsevdqo.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,ekhokhdqlufagmgsd.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,ekhokibeqhpzjxkgd.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,ekhokpxyrqpxijjnz.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,ekhokqxrrdlisjxqf.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,ekhokspfoujmsncwa.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,ekhokvnhwllslzzke.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,ekhokxeadhwnvhtgg.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,factobteqznpcjamp.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,factocwkupszgxrtb.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,factojvwqoenzjlhv.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,factopdloamrofuof.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,factopvugkzgziwut.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,factoritrcszcrumc.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,factorjlrntahhmxi.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,factotcahajmbxysn.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,factouiihfrskjmyr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,goloscbgulabnfjnx.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (VOA),6/27/22
-1,golosekvobrwgakcd.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (VOA),6/24/22
-1,golosivaxzaomwmcx.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (VOA),3/7/22
-1,goloskbvtlqmuumkr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (VOA),2/7/22
-1,goloslwbhsjyddvzz.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (VOA),6/26/22
-1,golosmknarqhqgonv.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (VOA),6/22/22
-1,golosogzhxmdtzvaj.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (VOA),6/28/22
-1,golossqdhskaumpwr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (VOA),3/6/22
-1,golostzotquuhizuh.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (VOA),6/23/22
-1,idelraiybtncglqdr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,idelrejluzmrpfpru.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,idelrewavirpvdfaa.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,idelrjhmgwqdrknxy.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,idelrjsfkjoaurxwq.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,idelrnnrxlxxbqecr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,idelrptnpgkvubukx.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/25/22
-1,idelrtjgjbfugysvv.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,idelryjrlstnhccmw.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,idelrzmvyqwiezlfa.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,istorfgyvhrxzgfir.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,istorgpbrbiessple.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,istorklmhymqasrvc.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,istorpbhyfkudfpgr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,istorqojajppplxty.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,istortsgjuqouolch.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,istorwhafhwbmdsrt.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,istorzwsnhhsxefod.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,kavkaetannhjwmqhz.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,kavkaeygsoqdhesdu.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,kavkakgpyltqvphiu.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,kavkamrtmpdmykgxd.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,kavkaqksfjafwktkj.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,kavkasplvnvasrzaa.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,kavkaxqkqgqvjtqfg.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,kavkaxrqjhkfsvdjx.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,kavkazkzuihhfdkxu.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,krymrctnwvkmakmso.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,krymrenjjvcrsdhlo.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,krymrfmwfdthjbztn.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,krymrfrnkekjxwbqc.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,krymrhfskfeckvgwm.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,krymrjzpkedziqita.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/25/22
-1,krymrlgomatkqhaiw.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,krymrmkocyvjsanim.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,krymrmwphonwgilad.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,krymrtduezmvzkhac.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,radioeolxkptdneop.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,radiogqnhaxiuiewd.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,radiogstyxeqtmfje.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,radioiwpjbcphtdys.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,radiojpjvuixpitay.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,radiolmiukeoctmaa.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,radiooayduoitgauf.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,radiostkjxqmcvtcy.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,radiotirkgetoqfme.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,semnabxjidpjunqky.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,semnamhrxvckdjeen.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,semnangtkximcblvy.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,semnaqoezwlzptdql.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,semnarmzwpmljvlxt.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,semnaurihjbvrrxdb.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,semnavsdnhhhsuxap.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,semnaxnwsfgyktwxw.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,severbtgdjzgzeimw.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,severclrrolpsjnvp.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/25/22
-1,severjbvvkfzgvvcr.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,severkbmtvelwjcms.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,severmbloiwsyeznu.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,severqnssubqmvclh.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,severqwupvfpznztu.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,severxyjgtsyujzjn.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,severzckbjmlvdqqn.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,severzjhytfkdlrvn.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,sibreaeecdwjspqhc.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,sibreanqscrscpwqk.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/25/22
-1,sibrebnhipqfmtvbv.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,sibreikjuvoflmeja.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,sibrekshhdyizpjni.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,sibremjsmdqcugwsf.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,sibremrirzwadxysz.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,sibrepnwotdfyipeh.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,sibretlpujtyanbxb.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,sibrexqmtzqvuufwt.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,svoboaaviakbjujpc.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/22/22
-1,svoboapnezulqforo.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/25/22
-1,svobobkbhqsnptcgw.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,svobochsrxevppsuk.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/28/22
-1,svoboluvtdkjstmtl.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/26/22
-1,svobooeovgxhjbydu.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/24/22
-1,svoboqodewzsdsylo.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/27/22
-1,svobosikqzowtxvwq.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/7/22
-1,svobowjaiqqnmmhja.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),3/6/22
-1,svoboxzcegtqiffrm.azureedge.net,Office of the Prosecutor General,United States,News,Mirror (RL),2/7/22
-1,d10xrthlzek22q.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/7/22
-1,d1bewk5lbssn5n.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/29/22
-1,d1faqwp3764sdb.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/7/22
-1,d1k2fujq9xd81n.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/7/22
-1,d1ucg710k3n6df.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/21/22
-1,d1vmwj0wry0ex5.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/29/22
-1,d1ybevb2e9kjtn.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/21/22
-1,d2729pkvecp8lv.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/7/22
-1,d2gt4w5pl6q0fg.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/21/22
-1,d2mgyu2qh70j4z.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/29/22
-1,d37m588j6gv0q7.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/21/22
-1,d3k483yzsddsqk.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/23/22
-1,do1oc3pvp62pb.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/21/22
-1,do7ywbskf6o4k.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/29/22
-1,drrx7v56or4ep.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),6/29/22
-1,dt6ms0anemdk2.cloudfront.net,Office of the Prosecutor General,United States,News,Mirror (RL),4/7/22
-1,5-11.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/23/22
-1,accumauto.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/23/22
-1,akwk.lwokemvu.pp.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/23/22
-1,allforshrimp.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/23/22
-1,b3.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/23/22
-1,blog.beganov.pp.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/23/22
-1,bmw-group.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/23/22
